A,label
해독 시간만큼의 지연 시간이 발생한다., 1
해독 시간만큼의 지연 시간이 발생한다., 1
하드웨어가 간단하고 지연 시간이 없다., 1
하드웨어가 간단하고 지연 시간이 없다., 1
하드웨어가 간단하고 지연 시간이 없다., 1
비교적 더 큰 용량의 제어 기억장치가 필요하다., 1
비교적 더 큰 용량의 제어 기억장치가 필요하다., 1
비교적 더 큰 용량의 제어 기억장치가 필요하다., 1
주기억장치에서 데이터가 저장된 위치이다., 1
명령어 실행에 필요한 오퍼랜드의 주소를 결정하는 방식이다., 1
명령어 실행에 필요한 오퍼랜드의 주소를 결정하는 방식이다., 1
명령어 실행에 필요한 오퍼랜드의 주소를 결정하는 방식이다., 1
주기억장치에서 데이터가 저장된 위치이다., 1
다양한 방법의 주소 지정 방식으로 더 큰 용량의 기억장치를 사용할 수 있다., 1
다양한 방법의 주소 지정 방식으로 더 큰 용량의 기억장치를 사용할 수 있다., 1
다양한 방법의 주소 지정 방식으로 더 큰 용량의 기억장치를 사용할 수 있다., 1
오퍼랜드 필드의 내용이 유효 주소가 되는 방식이다., 1
오퍼랜드 필드의 내용이 유효 주소가 되는 방식이다., 1
오퍼랜드 필드의 내용이 유효 주소가 되는 방식이다., 1
가장 일반적이고 간단한 주소지정 방식이다., 1
가장 일반적이고 간단한 주소지정 방식이다., 1
연산 코드를 제외한 남은 비트들이 주소 비트로 사용된다., 1
실제 데이터의 주소를 간접적으로 접근한다., 1
실제 데이터의 주소를 간접적으로 접근한다., 1
유효 주소가 저장된 곳에 액세스하고 유효 주소에 액세스한다., 1
유효 주소가 저장된 곳에 액세스하고 유효 주소에 액세스한다., 1
많은 기억장소를 주소지로 지정 가능하다., 1
많은 기억장소를 주소지로 지정 가능하다., 1
두 번의 기억장치 액세스가 필요하다., 1
두 번의 기억장치 액세스가 필요하다., 1
명령어 형식에 간접비트가 필요하다., 1
명령어 형식에 간접비트가 필요하다., 1
명령어 형식에 간접비트가 필요하다., 1
명령어 실행에 필요한 데이터의 위치가 묵시적으로 지정된다., 1
명령어 실행에 필요한 데이터의 위치가 묵시적으로 지정된다., 1
명령어 길이가 짧다., 1
명령어 길이가 짧다., 1
명령어의 종류가 제한되어 있다., 1
연산에 사용할 데이터가 레지스터에 저장되어 있는 방식이다., 1
연산에 사용할 데이터가 레지스터에 저장되어 있는 방식이다., 1
오퍼랜드 부분이 레지스터 번호를 나타낸다., 1
비트 수가 적어도 된다., 1
데이터의 유효주소가 레지스터에 저장된 형태이다., 1
데이터의 유효주소가 레지스터에 저장된 형태이다., 1
주소 지정 할 수 있는 기억장치의 영역이 확장된다., 1
주소 지정 할 수 있는 기억장치의 영역이 확장된다., 1
직접 주소지정 방식과 레지스터 간접 주소지정 방식을 조합한 것이다., 1
직접 주소지정 방식과 레지스터 간접 주소지정 방식을 조합한 것이다., 1
나중 위치의 값에서 처음 위치의 값을 뺀 벡터량이다., 1
나중 위치의 값에서 처음 위치의 값을 뺀 벡터량이다., 1
다음에 실행될 명령어의 주소를 가지고 있는 레지스터이다., 1
다음에 실행될 명령어의 주소를 가지고 있다., 1
일반적인 분기 명령어보다 적은 수의 비트만 있으면 된다., 1
분기 범위가 오퍼랜드 필드의 길이에 의해 제한된다., 1
인덱스 레지스터의 내용과 변위를 더하여 유효주소를 결정한다., 1
배열 데이터 액세스 하는데 사용된다., 1
인덱스 레지스터의 내용과 변위를 더하여 유효주소를 결정한다., 1
자동 인덱싱 기능이 있다., 1
베이스 레지스터의 내용과 변위를 더하여 유효주소를 결정한다., 1
베이스 레지스터의 내용과 변위를 더하여 유효주소를 결정한다., 1
프로그램 처리 속도를 높이기 위해 동시에 처리하는 기술이다., 1
프로그램 처리 속도를 높이기 위해 동시에 처리하는 기술이다., 1
여러 단계로 분류되며 단계 수만큼 속도가 향상된다., 1
단계가 증가할 수록 속도가 향상된다., 1
지연이 발생할 수 있다., 1
지연이 발생할 수 있다., 1
속도 향상의 효과가 있다., 1
보편적인 명령어들을 동시에 시작시키고 독립적으로 실행시킨다., 1
보편적인 명령어들을 동시에 시작시키고 독립적으로 실행시킨다., 1
보편적인 명령어들을 동시에 시작시키고 독립적으로 실행시킨다., 1
설계가 복잡해질 수 있다., 1
설계가 복잡해질 수 있다., 1
명령어들 간의 데이터 의존 관계가 있다., 1
명령어들 간의 데이터 의존 관계가 있다., 1
명령어들 간의 의존관계와 하드웨어 이용 경합이다., 1
여러 개의 코어를 하나의 칩에 포함시킨 프로세서이다., 1
여러 개의 코어를 하나의 칩에 포함시킨 프로세서이다., 1
두 개이다., 1
네 개이다., 1
두 개의 중앙 처리 장치 코어가 있다., 1
네 개의 중앙 처리 장치 코어가 있다., 1
기억장치 및 레지스터에 대한 경합이 감소한다., 1
싱글 코어보다 기억장치 및 레지스터에 대한 경합이 감소한다., 1
데이터 버스의 크기는 CPU가 한 번에 전송가능한 데이터의 크기와 같아., 1
데이터 버스는 양뱡향의 버스야. 데이터가 중앙처리장치에서 기타장치로 나오고  들어갈 수 있어., 1
주소버스를 통해 주기억장치의 데이터를 읽고 쓰기 위한 주소 또는 입출력 장치가 결정돼. , 1
단방향의 버스야. CPU에서는 레지스터 이름 자체가 주소이기 때문에 필요하지 않아., 1
제어버스는 외부장치에서 CPU에 어떤 동작을 요구하는 각종 제어신호가 전송된다., 1
제어신호의 종류에는 read/write/interrupt/reset 신호가 있다. , 1
대역폭이란 데이터가 이동하는 버스를 통해 단위 시간당 전송하는 데이터의 크기다. 단위로는 MB/s와 GB/s가 있다., 1
대역폭은 해당 버스의 클록 주기와 데이터 버스의 폭으로 결정된다., 1
버스를 통해 단위시간 당 전송할 수 있는 데이터의 양이다. 버스대역폭=버스의 클럭 주파수 X 데이터 버스의 폭, 1
다수의 장치들이 하나의 시스템 버스에 동시에 사용을 요구하는 현상을 버스 경합이라하는데 이를 제어하는 것이 버스 중재기이다., 1
한 장치씩 차례대로 사용할 수 있게 중재하는 하드웨어 장치를 이른다., 1
어떤 장치가 시스템 버스를 사용하기 위해서는 버스 중재기에 버스 요청 신호를 보내고 버스 중재기가 버스 승인 신호를 장치에 보내 장치가 버스를 사용할 수 있게 한다. 버스 승인 받은 장치는 버스 사용 중지 신호를 보내고 버스를 사용한다., 1
버스 중재기는 장치와 버스 요청  버스 승인  버스 사용중지(Bus Busy)신호를 주고 받으며 버스 경합을 제어한다., 1
버스 중재 방식에는 병렬 중재 방식과 직렬 중재 방식  폴링 방식이있다., 1
병렬 중재 방식은 각 장치 마다 신호선을 연결하는 방법이다. 직렬 중재 방식은 모든 장치가 모든 신호선을 공유하는 데이지 체인 방식이다. 폴링방식은 버스 중재기가 각 장치에게 버스 사용 여부를 체크한다., 1
버스 중재 방식 중 하나이다. 주기적 검사 방식이라고도 한다., 1
버스 중재기가 각 장치에게 버스 사용 여부를 체크하는 방식이다. 하드웨어 폴링방식과 소프트웨어 폴링 방식이 있다., 1
하드웨어 폴링방식은 버스를 각 장치가 버스 중재기로 전송한 고유 번호를 통해 버스 사용을 요구한 장치를 찾는 데 사용한다. 소프트웨어 폴링 방식은 폴링의 순서를 중재기 내에서 CPU가 관리한다., 1
버스 중재를 위해 폴링 회선이 따로 중재기와 각 장치와 연결된 방식이다. 각 장치의 고유 번호대로 순차적으로 작동해 사용권을 받는데 시간이 길어진다., 1
하드웨어 폴링 방식과 구성이 동일하나 폴링의 순서를 CPU가 관리해 우선순위와 융통성이 높다. 소프트 웨어라 속도가 느린 단점이 있다., 1
입출력 포트를 통해 CPU 레지스터와 입출력 장치간 정보 전송을 제어한다., 1
레지스터와 입출력 장치간 정보 전송을 제어하는 시스템으로 DMA제어기  채널 제어기  입출력 프로세서 등이 있다., 1
입출력 장치는 고유의 장치 번호 혹은 주소로 구별을 한다., 1
기억 장치 사상 입출력 방식과 분리형 입출력 방식이 있다., 1
기억 장치 사상 입출력 방식은 입출력 장치를 접근할 때 입출력과 메모리의 주소 공간을 분리하지 않는 방식이고 분리형 입출력은 분리하는 방식이다., 1
기억 장치 사상 입출력 방식에서는 입출력 장치 메모리 접근 시에도 주기억 장치와 동일한 명령어를 사용한다. 분리형 입출력 장치는 별도의 접근 명령어를 사용한다., 1
사람과 컴퓨터가 서로 의사 교환을 하기 위한 것이야., 1
사람이 컴퓨터에게 지시할 명령어를 기술하기 위한 것이야., 1
프로그래밍언어는 사람과 컴퓨터 사이 의사소통을 위한 것으로 저급언어와 고급언어가 있다., 1
프로그래밍 언어는 저급언어인 기계어와 어셈블리어  고급언어인 자바  C등이 있다., 1
기계어는 0 1로 표현되어 컴퓨터가 이애할 수 있는 유일한 언어이다. 어셈블리어는 복잡한 기계어를 기호화한 것이다., 1
기계어와 어셈블리어로 구성되어 있다. 어셈블리어는 기계어의 연산코드와 피연산자를 프로그래머가 이해할 수 있게 기호형태로 대응시킨 언어이다., 1
기계어의 연산코드를 기호화한 것을 니모닉이라고 부르며 연산 코드의 종류는 LDA ADD STA등이 있다., 1
기계어와 어셈블리어가 있다. 어셈블리어로 하드웨어 장치에 대한 강력한 통제가 가능하다., 1
컴퓨터의 주기억장치  레지스터 등의 하드웨어를 직접 통제 가능하다., 1
고급언어에 비해 어려워 전문가여도 프로그램의 생산성이 낮다, 1
1950년대 중반 어셈블리어가 개발되어 프로그램 개발의 생산성이 높아졌다., 1
기계어 어셈블리어 고급언어에 이르기까지 프로그래밍 언어의 발달을 세대별로 구분한 것이다., 1
어셈블리어 이후에 나온 프로그래밍 언어야., 1
컴퓨터에서 특정 목적의 작업을 수행하기 위해 관련된 명령어와 자료를 모아 놓은 것이다., 1
프로그램 개발을 위해 에디터  컴파일러  링커  로더  디버거가 필요하다., 1
컴파일러는 고급 프로그래밍언어를 기계어로 변환해. 디버거는 프로그램 오류를 찾아줘. 링커는 목적파일을 실행 파일로 만들어 주는 개발 도구야., 1
프로그램을 구현하기 위해 가장 먼저 고급언어로 프로그램을 작성한다., 1
프로그램언어를 이용해 원하는 작업을 기술한 내용을 소스코드라고 한다., 1
컴파일 에러나 실행 에러를 수정하는 과정이다., 1
컴파일 방식과 다르게 프로그램을 구현하는 방식이다., 1
원시 코드 전체를 읽은 다음 이를 기계어로 번역한다., 1
실행되는 줄 단위 번역, 1
프로그램 전체를 번역하고 한번 컴파일한 후에는 매번 빠른 시간 내에 전체 실행이 가능하다., 1
자바와 C#언어는 컴파일러와 인터프리터의 특징을 모두 갖는다., 1
포트란은 최초의 대중화된 고급 프로그래밍 언어이다., 1
미국 국방부를 중심으로 결성된 그룹 CODASYL에 의해 처음 개발되었다., 1
포트란에 이어 두번째로 개발된 고급언어이다., 1
초보자도 쉽게 배울 수 있도록 만들어진 대화형 프로그래밍언어이다., 1
교육용으로 제작된 프로그래밍언어이나 범용적 개발용으로 성공했다., 1
파스칼을 기반으로 하는 그래픽 사용자 인터페이스이다, 1
운영체제 유닉스를 개발하기 위한 시스템 프로그래밍 언어이다., 1
C언어의 객체지향 버전이다. , 1
교육용 프로그래밍 언어이다., 1
프로그램 언어의 문법에 관련없이 프로그램 내부에 기술되는 부분이다., 1
문장과 여러 기호의 블록이 모여 프로그램을 구성한다., 1
프로그래밍 언어에 이미 정의된 단어이다., 1
프로그래머가 직접 이름을 정의하여 사용하는 단어이다., 1
프로그램에서 임시로 자료 값을 저장할 수 있는 저장 장소를 의미한다., 1
선언된 변수에 저장 값을 수정하려면 대입연산자를 이용한다., 1
변경이 불가능한 수로 변수와 대비되는 개념이야., 1
변수의 값의 범위나 연산의 방법을 규정해., 1
컴퓨터에게 컴퓨터가 할 일과 방법을 알려주는 것을 말해, 1
컴퓨터가 할일을 정확하게 알려주기 위해 생각하는 것을 말한다., 1
컴퓨팅적사고는 요리를 하기 위해 레시피를 만드는 것  코딩은 레시피 단계별로 상세히 지시하는 것, 1
 전 세계 누구나 편집할 수 있는  다중 언어 웹 기반 자유 콘텐츠 백과사전 프로젝트입니다. , 1
 연구자가 집필한 논문을 게재하는 잡지이다, 1
컴퓨터 분야 최고의 학술 단체, 1
구조화  추상화  형식화  문제해결방식을 식별 자동화 알고리즘고안 일반화의 특징을 갖는 문제해결 방식을 말한다., 1
지닛윙이 만든 컴퓨팅적사고 연구센터야, 1
컴퓨팅적 사고는 문제를 형식화하고 정보처리기기에 의하여 효과적으로 수행될 수 있는 솔루션을 찾는 것과 관계된 사고과정이다. 란 말을 한 컴퓨터 과학자, 1
문제를 기호와 수식같은 표현법으로 본질을 해석하고 표현하는 것이다., 1
컴퓨팅적 사고에서 솔루션, 1
소프트웨어 개발에 적절한 사고방식, 1
문제 상황의 핵심원리를 찾아내 이를 재구성하고 순서도를 만들어 해결하는 방식이다., 1
데이터를 모으고 조작하기  큰문제를 작은 문제들로 쪼개기  문제를 구조화하고 추상화하기  순서에따라 문제 해결을 자동화하기 등이 포함된다., 1
디지털 시대에 필요한 사고력과 문제해결능력 창의력을 기를 수 있다., 1
복잡한 문제를 작고 다루기 용이한 부분으로 쪼개는 것이야., 1
분할된 문제들 속에서 혹은 기존의 문제와의 유사성을 찾는 것이야., 1
중요한 정보에 포커스하고 관계가 적은 디테일은 무시하는 것이야., 1
문제를 해결하기 위하여 순차적으로 수행해 나가야할 단계나 규칙을 고안한 것이야., 1
고안된 알고리즘이 주어진 문제를 제대로 해결하는 것인지를 판단하는 것이야., 1
문제를 분할하지 않고 여러 단계를 하나로 생각하면 어렵기 때문에 쉽고 상세히 풀 수 있는 문제들로 분할하는 것을 의미한다., 1
분할된 문제들 간의 유사성을 발견한 경우 복잡한 문제를 보다 효과적으로 공략할 수 있다., 1
패턴식별을 위해 패턴과 개체를 분류한다. 모든 개체들에게 공통적으로 있는 속성은 패턴을 의미한다., 1
연구자는 자신의 연구 결과를 논문으로 세상에 알리며 학술지는 그러한 논문을 발표하는 자리이다. 학술지에 투고되는 논문이 많기 때문에 그 모두를 게재하는 것은 불가능하며  논문의 수준도 다양하기 때문에 취사선택되어 게재된다., 1
패턴 식별 과정에서 중요한 패턴에 집중하고 그 밖의 데이터는 무시하는 것, 1
컴퓨터가 풀게할 문제의 본질을 찾아내는 사고과정, 1
데이터를 표현하는 모델을 얻는 것. 이 모델을 바탕으로 컴퓨터에게 알고리즘을 코딩할 수 있다., 1
문제를 해결하기 위하여 순차적으로 수행해 나가야할 명령의 집합을 의미한다., 1
수행되어야할 명령의 집합을 표준화된 기호를 사용하여 순차적으로 표현한 다이어그램을 의미한다., 1
실제 프로그램에 가깝지만 사람에게 친숙한 표현을 따르는 코드, 1
알고리즘이 얼마나 효율적인지에 의해 결정된다., 1
고안된 솔루션(알고리즘)이 주어진 문제를 제대로 해결하는 것인지를 판단하는 과정을 말한다., 1
다양한 측면을 고려해 평가한다. 맞는 답? 성능은 충분한가? 자원을 경제적으로 사용하는가? 편리한가? 자꾸 사용해 보고 싶은가를 평가한다., 1
평가를 통해 제대로 된 알고리즘을 만들 수 있다., 1
농경-산업-지식정보-창의융합 사회로 이어진다., 1
생산 과정에서 새롭게 부가된 높은 가치를 말한다., 1
조선 항공 자동차  교통 산업을 말한다., 1
3D프린팅  가상 피팅이 있다., 1
메모리에 저장된 명령어를 CPU가 순차적으로 수행시키는 작업을 무한 반복한다., 1
순차적으로 수행될 명령어의 집합이 프로그램이며 곧 소프트웨어이다., 1
프로그래머블한 범용기기로 sw는 프로그래머의 의도에 따라 다양하게 프로그래밍된다. , 1
컴퓨터가 작업할 문제를 체계화하고 정확히 표현해 내기 위한 사고 과정을 의미한다., 1
Software is eating the world란 말을 한 과학자, 1
사람이 운전하지 않는 차로 3D지도  GPS LIDARrlqksdmfh 운정한다., 1
내부부품의 작동  주위 안전 상황을 실시간 모니터하는 차이다., 1
드론배달 사진촬영  합동연주  무거운짐들기  웨이터  광고  군용 등 다양하다., 1
IBM의 인공지능 컴퓨터로 미국 제퍼디 퀴즈쇼에서 인간을 상대로 이겼다., 1
식자개와 레시피 요리지식을 주입해 새로운 레시티를 만들었다. 왓슨을 두뇌로 장착한 로봇이 커피 판매 직원으로 활약 중이다., 1
online 2 offline의 약자로 배달앱 맛집추천 택시앱 등은 sw를 활용한 o2o형태의 신사업이다., 1
지난 10년간 하드웨어  제조업 중심의 업체 순위가 하락하고 sw 중심의 업체가 상위권으로 이동했다. 새로 진입한 기업 중 많은 기업이 sw기업이다., 1
인간 능력의 확대를 위해 컴퓨터를 효과적으로 활용하는 방법을 찾아내는 생각의 도구를 의미한다., 1
컴퓨팅적 사고는 컴퓨터가 수행할 문제를 체계화하고 해결방법을 표현하는 생각의 도구를 의미한다., 1
정보통신 기술  항공 우주  제약 등 경제협력기구가 정한 지식기반 제조업   지식기반 서비스업을 뜻한다., 1
함수의 호출과 관계되는 지역변수와 매개변수가 저장되는 영역이다.  , 1
힙영역은 런타임에 크기가 결정되는 메모리 공간이다., 1
