A,label
같이 만져요., 0
질 수 없죠., 0
로맨틱한 남편이네요., 0
귀엽겠네요., 0
좋게 생각해보세요., 0
그 중에 낫다 생각하고 사는 거죠., 0
수천번 생각해도 이건 아니라고 생각이 되면 서운하다고 이야기하세요., 0
서로의 가치관이 평행선을 이루지만 않는다면 만날 수도 있을 거예요., 0
얼른 물어보세요., 0
이성으로 어필해야죠., 0
사랑은 소유하는 게 아니에요., 0
그래봤자 상대방이 더 좋아할 거예요., 0
당신의 인연인 아닌가보다 생각하세요., 0
올인은 좋은게 아니에요., 0
상대가 부담스러워하지 않게 나를 사랑하고 상대를 사랑해주세요., 0
저도 제 마음대로 되면 더 바랄 게 없겠네요., 0
운명의 장난같네요., 0
더 노력해보세요., 0
눈을 크게 뜨고 잘 찾아보세요., 0
환상이 깨지면 많이 슬플 거예요., 0
사랑은 소유하는 게 아니에요., 0
저라도 괜찮나요?, 0
당신 존재 자체만으로 이유가 됩니다., 0
이상형은 이상형일 뿐이니까요., 0
이상형이 꼭 있어야할 필요는 없어요., 0
이상형은 이상형일 뿐이니까요., 0
우연을 가장해서 여러 번 마주쳐보세요., 0
모든 기억은 같지 않으니 너무 실망하지 마세요., 0
친구가 좋아하는지 모르고 있나 봅니다., 0
그렇게 느껴진다면 사실일지도 모르겠네요., 0
다른 사람들이 별로라고 말하는 이유를 생각해보세요., 0
안타까운 상황이네요., 0
천천히 마음을 정리하는게 필요하겠어요., 0
확신이 서지 않을 때가 있지요., 0
그런 남자 신경쓰지 마세요., 0
그런 사람 신경쓰지 마세요., 0
그런 생각은 접어두는게 맘 편합니다., 0
내가 어떻게 생각하는지가 중요해요., 0
사적 영역에 깊숙이 들어가보세요., 0
상대방도 똑같은 인간이라는 걸 잊지 마세요., 0
좀 더 차분하게 생각할 시간을 주세요., 0
상대방도 똑같은 인간이라는 걸 잊지 마세요., 0
부담되지 않는 선에서 진중한 태도도 좋네요., 0
확신이 없다면 헷갈릴 수 있지요., 0
누가 더 사랑하는지는 중요하지 않아요., 0
그래봤자 상대방이 더 좋아할 거예요., 0
내가 더 좋아해도 덜 좋아해도 상관없어요., 0
상대방을 존중해주세요., 0
그 사람도 당신을 사랑하고 있을지도 몰라요., 0
당연하죠., 0
사랑했던 그 사람의 다른 모습이 보인거예요. 그 사람 맞아요., 0
확신이 없나보네요., 0
새로운 모습을 봤나봐요., 0
싫은 게 통해야 편하죠., 0
감정에 확신이 있다면 연락해보세요., 0
같은 여자를 좋아할 수도 있는 거예요., 0
사람 보고 만나는 걸테니 걱정마세요., 0
먼저 연락해서 대화를 이어나가는 게 수월해요., 0
자신의 존재를 알리는 게 우선이겠네요., 0
자꾸 생각난다면 그럴 거예요., 0
저도 좋아합니다., 0
친구로 지내고 싶은 거겠죠., 0
부담스러울 수도 있겠어요., 0
서로 마음이 같았으면 좋았을텐데 안타깝네요., 0
못 알아차렸을 수도 있어요., 0
그건 본인의 사랑 방식에 따라 다릅니다., 0
아쉬운 부분이 있나봐요., 0
질투를 유발해 보는 방법도 있다고 합니다., 0
주변에 물어보는 건 어떨까요., 0
너무 슬픈 말이에요., 0
행복한 일이지요., 0
그것만큼 좋은 일도 없죠., 0
주변 사람들에게 물어보면 알 수 있지 않을까요?, 0
결정적인 감정의 변화가 없었나봐요., 0
자괴감이 들 필요는 없어요., 0
도와주다가 마음이 더 다칠 거예요., 0
좋으면서도 서운하지 않을까요., 0
나이 차이는 중요하지 않아요., 0
어떤 심리일까요., 0
정말 섭섭한 기분이겠네요., 0
특별한 이유가 없다면 서운함을 전해보세요., 0
딱 질투네요., 0
먼저 좋아하고 있었을지도 몰라요., 0
마음을 조금씩 전해보세요., 0
조금은 티를 내봐야죠., 0
그냥 좋아하면 돼요., 0
좋아하는데 자격은 없어요., 0
누구나 좋아할 권리가 있어요., 0
좋아하는데 자격은 없어요., 0
직접적으로 물어보는게 좋겠어요., 0
집착일 수도 있겠어요., 0
더 잘해주세요., 0
그 사람에게 잘해주세요., 0
서로 원하는 기대치가 다른 것 같아요., 0
그런 사람 만나지 마세요., 0
이제 그런 경우를 만들어봐요., 0
무엇을 해줘서 잘하는게 아니라 곁에 존재해주었다는 이유만으로 삶이 풍부해진 것 같아요., 0
옆에서 잘 챙겨주면 좋을 것 같아요., 0
떨리겠어요., 0
달콤한 말이네요., 0
멋지게 데이트 신청 해보세요., 0
날씨에 맞게 입는 게 좋을 것 같아요., 0
좋은 시간 보내고 와요., 0
많이 떨리겠어요., 0
실수하지 않는다면 잘 할 거예요., 0
실수하지 않는다면 잘할거라 생각해요., 0
어머나, 0
저도 썸을 탑니다., 0
달콤한 말이예요., 0
그 시간들이 중요하죠., 0
책임질 수 있다면 하고 싶은 대로 하세요., 0
부러워요. 자연스러운 현상이에요., 0
너그럽게 봐달라고 말해보세요., 0
좋은 사람이라면 고마워할 거예요., 0
호의를 권리로 아는 사람 만나지 마세요., 0
자연스러운 현상이에요., 0
너무 좋아해주면 사랑스러워 보일 거 같아요., 0
쿨방망이로 때려주세요., 0
노력하면 가능할 거예요., 0
오래갈 수 있을 거예요., 0
인연은 만들어 가는거예요., 0
당신은 사랑 받을 만한 사람이에요., 0
지금은 괜찮지만 힘들 거예요., 0
지금은 괜찮더라도 힘들 거예요., 0
자신의 가치관에 상대를 속박하지 말아요., 0
안맞는다면 정리하는 편이 좋을 거예요., 0
운명인가봐요., 0
처음엔 당황스러울 거예요., 0
누가 더 사랑하는지는 중요하지 않아요., 0
먼저 연락하는 것도 좋을 거 같아요., 0
어떻게 하느냐에 달려있겠죠., 0
행복하지만은 않겠지요., 0
좋아하는 감정을 느낀다는 자체가 참 행복한 거예요., 0
후회하고 번복하게 되는게 참 이상하죠., 0
좋아하는 감정은 정말 복잡하고 힘들어요., 0
그것은 전혀 문제되지 않아요., 0
이제 짝사랑 말고 둘이서 하는 사랑하세요., 0
깊은 사랑에 빠지셨군요., 0
생각에서 멀어지지 않았나봐요., 0
상사병 걸리기전에 찾아가보세요., 0
자꾸 시선을 마주쳐보세요., 0
정말 사랑하고 있나봐요., 0
마음이 혼란스럽겠어요., 0
가치관이 중요한 거 같아요., 0
큰 용기가 필요하겠네요., 0
잘 어울리는 한 쌍이에요., 0
서툰 연애도 연애에요., 0
진정으로 사랑한다면 다시 시작해보세요., 0
충분히 좋은 사람 만날 수 있을 거예요., 0
천천히 다시 다가가보세요., 0
그 사람이 당신의 홈닥터군요., 0
말로만 들어도 좋겠네요., 0
여러 사람이랑 썸 타는 거요., 0
그런 사람 만나길 바랄게요., 0
멋진 말이네요., 0
봄 꽃 구경 가는걸 추천합니다., 0
호감이 있을 수도 있어요. 그렇지만 조금 더 상황을 지켜보세요., 0
정말 좋아할 거예요., 0
감정에 솔직해질 수 있게 조금씩 변화시켜봐요., 0
갚을 능력이 되는지 생각해보세요., 0
갚을 능력이 되는지 생각해보세요., 0
학번이 대수인가요., 0
운명적인 만남이네요., 0
서로 더 이해해보세요., 0
그런 사람 놓치지 마세요., 0
그런 사람 만나길 바랄게요., 0
감정에 솔직한 모습이 보기 좋아요., 0
귀여울 거 같아요., 0
더 많이 표현해주세요., 0
사랑해요!, 0
자세히 관찰해보세요., 0
그러는 편이 덜 상처겠지요., 0
데이트 계획 짜오라고 해봐요., 0
같이 내는 게 좋죠., 0
영화관 공원 놀이동산 바다 산 축제 도서관 엄청 많죠., 0
안 가본 곳에 가보세요., 0
합리적인 소비를 할 수 있을 거예요., 0
건강이 걱정된다고 대화를 나눠보세요., 0
맛집 투어도 좋아요., 0
같이 상의해보세요., 0
정적이 있을 때 아무렇지도 않으면 편안해진 거예요., 0
막차 타고 집에 오죠., 0
다른 데이트를 제안해보세요., 0
마음이 없는 걸 수도 있어요., 0
당신이 사랑이라고 생각하는 모든 것들이 사랑이라고 할 수 있어요., 0
첫 눈에 반했나봐요., 0
돈 없어도 할 수 있는 데이트 코스도 많아요., 0
난처하시겠네요., 0
오해를 풀고 사랑을 이어가세요., 0
단점들을 많이 봤나봐요., 0
걱정하면 아무것도 못해요, 0
걱정하면 아무것도 못해요, 0
안 보이던 장점과 단점이 모두 보이게 될 거예요., 0
자주 만나고 좋을거예요., 0
동물 좋아하는 사람치고 나쁜 사람 없어요., 0
따뜻할 거 같아요., 0
마음이 따뜻할 것 같아요., 0
모든 사랑을 존중합니다., 0
당신을 존중해요., 0
고백은 아무래도 더 큰 용기가 필요하니까요., 0
생각보다 많아요., 0
동아리에 가기 즐거워지겠네요., 0
빠른 선택으로 모두에게 상처를 덜 주길 바랍니다., 0
빠른 선택으로 모두에게 상처를 덜 주길 바랍니다., 0
빠른 선택으로 모두에게 상처를 덜 주길 바랍니다., 0
가슴 뛰는 사랑 오래오래 하세요!, 0
좋은 만남 이어가길 바라요., 0
아마 조금 꺼려질 것 같아요., 0
드라마는 현실과 달라요., 0
여러벌 입어보고 마음에 드는걸로 선택하세요., 0
남의 시선말고 자신만 생각하세요., 0
달달할 시기네요., 0
이상형을 만나는 경우는 흔치 않는데 대단하네요., 0
용기를 내보세요., 0
도전 정신 마음에 드네요., 0
사랑을 시작하게, 0
사랑에 나이가 없어요., 0
엄청난 용기가 필요하겠네요., 0
얼굴을 안 보고 부딪히지도 않아서 제대로 된 연애가 가능하지 않을 수도 있지만 다 나쁜 건 아니에요., 0
랜선연애 하다가 직접 만나서 좋으면 잘 되는 거죠., 0
현실 연애로 이어지길 바랍니다., 0
최신 인기 차트를 찾아보는 걸 추천해요., 0
생각만해도 달콤하네요., 0
달콤한 말과 몸짓으로 리드를 해보세요., 0
달콤한 말과 몸짓으로 리드를 해보세요., 0
떨어져 있는 만큼 더 그리울 거 같아요., 0
롱디는 연락이 잘 되어야 하는데요., 0
서로에게 맞춰갈 수 있을 거예요., 0
표현도 연습해야 해요., 0
용기 있게 들이대보세요., 0
자신감 있게 다가가 보세요., 0
자꾸 시선을 마주쳐보세요., 0
변화 가능성을 생각해보세요., 0
이런 고민 하지 말고 자신을 더 소중히 여겨주세요., 0
정리하고 좋은 사람 만나세요., 0
그냥 다 말해보세요., 0
마음은 마음대로 되지 않아요., 0
직접 물어보는 게 좋을 것 같습니다., 0
서로에게 믿음을 주세요., 0
나를 사랑하지 않는 사람하고 계속 가는 건 나 자신을 사랑하지 않는 사람들이나 하는 일이에요., 0
마음이 예쁜 사람을 찾는 게 더 힘들 거예요., 0
관심이 가나봐요., 0
고민하지 말고 실행에 옮기세요., 0
자신이 변하지 않았기 때문이겠죠., 0
전혀 중요하지 않아요., 0
믿음이 아직 부족한가봐요., 0
말해보세요., 0
아직 마음의 준비가 안 됐다고 말해보세요., 0
알콩달콩 사랑할 때네요., 0
아직 마음의 준비가 안 됐다고 말해보세요., 0
달달할 시기네요., 0
사계절 만나봤으면 알만큼 알았잖아요., 0
알콩달콩 사랑할 때네요., 0
만난 시간이 중요하지 않아요., 0
오래 만나고 알면 좋겠지만 살면서 알아봐도 괜찮아요., 0
정말 좋아했나봐요., 0
정말 내 사람이다 싶었나봐요., 0
서로의 의사가 존중된 것이라면 괜찮지만 사귀고 난 후가 좋겠어요., 0
이른 고백이지만 고민해보세요., 0
최대한 예의를 갖춰서 연락해보세요., 0
상대방은 당신의 마음을 읽을 수 없어요., 0
좋아하면 다시 사겨야죠., 0
연락은 자유지만 후회는 할 수도 있어요., 0
추억으로 남기는 것도 좋은 선택일 거예요., 0
추억으로 남기는 것도 좋은 선택일 거예요., 0
그건 좀 아닌 듯합니다., 0
은근 매력남일 거 같은데요., 0
대화가 중요한데요., 0
말 하기 전에 생각하고 말하는 습관을 길러보세요., 0
하트 뿅뿅이네요., 0
잘 보이고 싶은 마음이 커서 그런 것 같아요., 0
짝사랑하는 마음을 정리하는 건 쉽지 않죠., 0
다시 흔들리겠어요., 0
그게 진짜 사랑이네요., 0
서로 배려하면 가능하죠., 0
나와 다를 수 있음을 인정하고 그 모습마저 사랑해주세요., 0
오래오래 입으세요., 0
마음에 솔직한 거예요., 0
내일도 만난다면 말을 걸어보세요., 0
내일도 만난다면 말을 걸어보세요., 0
아침에 두근거리겠어요., 0
아침에 두근거리겠어요., 0
이제 앞모습을 보세요., 0
내일도 만난다면 데이트 신청해보세요., 0
표현하는 게 좋죠., 0
삶의 활력소가 되겠네요., 0
삶의 활력소가 되겠네요., 0
기다리면서 행복하겠네요., 0
일주일이 즐겁겠어요., 0
즐거운 날이 되겠네요., 0
이날만 기다리겠어요., 0
제대로 된 표현을 했는지 생각해보세요., 0
언젠가 진정한 사랑이 나타날 거예요., 0
그 사람을 정말 좋아하나봐요., 0
먹는 거에 예민하면 애정 결핍이 많대요. 더 사랑해주세요., 0
고백하는 게 좋지만 슬쩍 호감을 표현해보세요., 0
먼저 연락 안 오면 먼저 연락해보세요., 0
호감을 표현해보세요., 0
더 떨렸겠어요., 0
기분 좋았겠네요., 0
서로에게 의지해보세요., 0
명품 마음이어도 충분해요., 0
그럴 수 있어요. 안부인사나 관심사로 시작하는 건 어떨까요?, 0
우연히 만날 수 있겠죠., 0
발전적인 관계가 아니라면 정리가 필요한 시기네요., 0
발전적인 관계가 아니라면 정리가 필요한 시기네요., 0
정해져 있지는 않지만 길지 않은게 서로에게 좋을 거예요., 0
확실하지 않지만 호감이 있을 수도 있겠네요., 0
잘해준 게 독이 되었을 수도 있어요., 0
외모나 분위기가 이상형이었나봐요., 0
사소한 걸 기억해서 말을 걸어보세요., 0
그 사람을 무의식 중에 생각했나봅니다., 0
모쏠 여부가 큰 걸림돌이 되지 않을 거예요., 0
모쏠도 사랑합니다., 0
서툴러도 괜찮아요., 0
같은 모임이라면 안 나가는 게 좋을 것 같네요., 0
모르는 게 당연해요., 0
우선 부딪혀봅시다., 0
상처 받으셨겠어요., 0
걱정하니 연락해달라고 부탁하거나 믿음이 있다면 기다려줄 것 같아요., 0
허락을 맡고 당당하게 하는 게 좋을 것 같아요., 0
외모가 중요한 시대는 끝났어요., 0
외모만 중요한 시대는 끝났습니다., 0
직접 물어보는게 정확할 거예요., 0
매력적인 사람이지요., 0
변하는 걸 걱정하면 아무것도 못해요., 0
세상 그 누구보다 잘해줘서요., 0
솔직한 마음을 전해보세요., 0
궁금하니까 그럴 가능성이 높겠죠., 0
직접 물어보는 게 좋을 것 같아요., 0
확신이 들때까지 기다려보세요., 0
구분 짓기 어려운 것 같아요., 0
만남은 다 좋죠., 0
잘 들어갔는지 가볍게 물어보면서 다음 약속을 잡아보세요., 0
바쁘면 자연스럽게 됩니다., 0
자신이 바쁘면 자연스럽게 밀당이 됩니다., 0
한 번이 어렵지 두 번은 쉽습니다., 0
귀엽게 부탁해보세요., 0
당신을 이끌어주는 남자를 만날 수 있을 거예요., 0
자신의 공간이 필요하다고 말해보세요., 0
당신은 군대가 체질에 맞는거 같아요., 0
인기 차트를 찾아보는 걸 추천해요., 0
선물을 주면서 솔직하고 당당하게 고백해보세요., 0
그런 사람 만나길 바랄게요., 0
받으면 참 좋을 것 같아요., 0
양해를 구해보세요., 0
안 만나는 게 마음이 편할 거예요., 0
그런 사람 만나세요., 0
아닌 건 아니라고 말하세요., 0
든든할 거예요., 0
익숙해져야죠., 0
가족이 될 사람이라서 그럴지도 모르겠어요., 0
드물지만 있을거예요., 0
확실하게 안좋은 점이 있다면 얼른 맘을 접는게 좋아요., 0
그렇기도 하지요., 0
대부분은 먼저 연락하곤 해요., 0
보통 그렇죠., 0
운명적이네요., 0
그 사람을 위해서는 그러면 안돼요., 0
썸 타기 좋은 계절이에요., 0
봄은 두근두근하죠., 0
사랑하기 좋은 계절이죠., 0
사랑이 하고 싶어졌나봐요., 0
자식 이기는 부모 없을 거예요., 0
부모님도 당사자도 상처받겠네요., 0
사랑하는 사람인가봐요., 0
부모님 노후 자금도 생각해야겠죠., 0
부모님만의 사정이 있을거예요. 이해하려고 노력해보세요., 0
부모님만의 사정이 있을거예요. 이해하려고 노력해보세요., 0
다시 화합했나봐요., 0
또 마주하면 반갑고 애틋하게 되죠., 0
연애 내내 불타오를 수는 없어요., 0
연애는 계속 불타오르지는 않아요., 0
비 오는 날 추억이 많은가봐요., 0
오해할만한 일이 생겼을때는 솔직하게 이야기하고 풀어보세요., 0
결혼하지 않고 살 수 있을지 생각해보세요., 0
인생은 타이밍이에요., 0
정성이 담긴 것을 더 좋아할 거예요., 0
정성이 담긴 것이니 좋아할 거예요., 0
선물을 주면서 솔직하고 당당하게 고백해보세요., 0
좋아하는 마음과 상관없이 좋아할 거예요., 0
격식 있는 자리에 같이 가보세요., 0
다른 옷을 선물해보세요., 0
강요할 수는 없지만 가끔 부탁해보세요., 0
환장을 갖지 말고 현실을 바라보세요., 0
존댓말 쓰면 덜 싸운대요., 0
그건 좀 아닌 거 같다고 바로 말하세요., 0
걱정이 많이 되겠네요., 0
너무 걱정하지 마세요. 조금더 기다려보세요., 0
사랑에서 가장 어려운 게 사랑을 계속 유지하는 거예요., 0
안 사귀는 것보다 좋지요., 0
정말 사랑하는 사람을 만나면 다를거예요., 0
말 안하고 사귀는 경우도 있습니다., 0
사귀자고 말하고 썸을 끝내보세요., 0
자신의 속도에 맞추세요., 0
한창 달달할 때네요., 0
저도 떨리네요., 0
상황마다 다를 것 같아요., 0
아무래도 서로에게 해가 될 수 있으니까요., 0
직장과 서로를 위해 그게 좋겠죠., 0
비밀연애가 말도 못하고 힘들죠., 0
스릴있죠., 0
직접 두분이서 대화를 나누는게 필요하겠어요., 0
자신이 변하지 않았기 때문이겠죠., 0
지금부터 해보면 돼요., 0
무엇이든 말해보세요., 0
글로라도 배우세요., 0
잡는다고 마음이 돌아서지 않을 거예요., 0
끝난 건 잡을 수 없어요., 0
죽고 싶은 만큼 사랑하는 그 사람에게 당신의 모든걸 걸어보세요., 0
사랑은 서로를 마주보는 게 아니라 서로 같은 방향을 바라보는 것이다-생텍쥐베리, 0
솔직하게 대화해보세요., 0
그 사람 잡으세요., 0
진심으로 사랑해주는 사람 만나세요., 0
그는 당신에게 반하지 않았어요., 0
별거 없다가도 전부가 되는게 사랑이에요, 0
사랑하는 건 죄가 아니에요., 0
삶 곳곳에 사랑이 숨 쉬고 있어요., 0
믿는 사람의 마음에 달려 있겠죠., 0
자신과 서로를 존중하고 마음을 표현해보세요., 0
서툴러도 괜찮아요., 0
상대방도 좋지만 나를 먼저 사랑해주세요., 0
한끗차이., 0
부러워요., 0
다정다감한가봐요., 0
애절한 만큼 상대방도 당신의 아픔을 느낄거예요., 0
사랑만 보고 하지도 않고 사랑 없이 하지도 않아요., 0
사랑이 전부는 아니에요., 0
자신을 더 많이 사랑해주세요., 0
먼저 사랑한다고 말해보세요., 0
사랑하면 돼요., 0
그 사람과 잘 만나보세요., 0
자신에게 더 중요한 게 무엇인지 질문해보세요., 0
굳이 있다면 신뢰와 믿음 정도가 있을 것 같아요., 0
사랑 받는다는 느낌 팍팍 받았겠네요., 0
자존심을 세우지 마세요., 0
나이가 들고 그렇게 하기도 하는데 살면서 생기는 정으로 사는 듯합니다., 0
사람에 따라 다르겠지만 있을 것 같네요., 0
이것저것 생각하지말고 마음가는 사람에게 다가가보세요., 0
다 보입니다., 0
행복해 보여요., 0
행복해보여요., 0
우리는 모두 사랑에 서툴어요., 0
사랑하는 사람과 함께하는 어제 오늘 내일이 각 다른 의미가 있다고 생각하면 유효기간이 딱히 느껴지지 않을 거예요., 0
갱신해가는 재미가 있죠., 0
바로 연애죠., 0
물리적 나이보다 정신적 나이가 중요해요., 0
사랑은 마음에 안고 사는 거예요., 0
노력하면 그럴 수 있을 거예요., 0
시간이 약인 경우가 많아요., 0
사랑은 한 순간이면서 영원한거 같아요., 0
작아질 필요 없어요., 0
사랑은 한 없이 줘도 아깝지 않은거라고 생각해요., 0
능동적으로 찾아보세요., 0
소중한 인연이었네요., 0
표현해 달라고 말해보세요., 0
또 사랑을 할 거예요., 0
예쁜 사랑이었길 바랍니다., 0
우리가 만나., 0
서로 이해하고 존중하고 아끼는 마음이에요., 0
과정이 더 중요하지요., 0
사랑의 끝은 없어요., 0
사랑하지 않는 것이죠., 0
사랑하지 않는 것이죠., 0
그런거 없어요., 0
내가 원하는 것보다 다른 사람이 원하는 것을 더 우선순위에 두넌 것이에요.-울라프, 0
많은 걸 변화시키죠., 0
사랑의 힘은 헐크보다 쎌거예요., 0
종족번식을 위한 일시적인 호르몬 작용일 수도 있어요., 0
그런 남자 버리고 이런 느낌 안 주는 사람 만나세요., 0
힘들겠지만 마음을 정리해보세요., 0
왜 힘들게 하는지 생각해보세요., 0
당신도 다가가 보세요., 0
사랑은 살아가면서 정말 중요한 감정이예요., 0
사랑.... 정의 내리기 어려운 단어예요., 0
사랑을 정의내릴 수 있다면 노밸상을 받을거예요., 0
받는 것보다 주는 게 더 행복하고 더 주고 싶은 마음인 것 같아요., 0
신뢰이자 믿음이라고 생각해요., 0
사랑은 아프게도 행복하게도 힘들게도 기운내게도 하는것 같아요., 0
저도 잘 모르겠어요., 0
사랑은 정답이 없는거 같아요., 0
저도 상당히 궁금하네요., 0
신뢰입니다., 0
사랑이 밥은 먹여주지 않지만 행복을 줘요., 0
같이 밥을 먹어주죠., 0
사랑은 변하지 않고 사람이 변해요., 0
사랑은 변화하는 거예요. 두려워하지 마세요., 0
참을 수 없는 가벼움이네요., 0
그 과정 자체도 사랑스럽네요., 0
저도요., 0
확실한 건 없죠., 0
사랑만큼 변덕스러운것도 없을거예요., 0
사랑은 안 변하고 사람이 변해요., 0
믿으면 이루어져요., 0
없어요. 일시적인 감정 교란일 뿐 아무것도 아니에요., 0
너에게 묻노라., 0
사랑에 정의는 없는거 같아요., 0
사랑하는데 어떤 확신이 필요한가요., 0
당신만이 정답을 맞출 수 있어요., 0
화학 물질이 접촉하는 것처럼 반응이 일어나서 완전히 바뀌게 되죠., 0
사랑을 독차지하려 하지 말고 내려놓으면서 여유를 가지세요., 0
화학 물질이 접촉하는 것처럼 반응이 일어나서 완전히 바뀌게 되죠., 0
당신의 이상형을 찾아보세요., 0
시간은 핑계예요., 0
확인 받고 싶어서요., 0
서로 다른 두 사람이 만나는 거라 더 힘든 것 같아요., 0
사랑을 쟁취하는 거예요. 붙잡으세요., 0
어떤 일이 있어도 보이지 않는 깊은 끈인 사랑이 둘을 이어줄 거예요., 0
충분히 아파하면서 충분한 시간이 필요할 거예요., 0
충분히 아파하면서 충분한 시간이 필요할 거예요., 0
그런 기쁨과 기적도 없을 거예요., 0
그 사람에게 찾아가 보세요., 0
감정은 감출수 있는게 아니에요., 0
당신이 그 신호를 못 찾은게 아닐까요., 0
기한을 정하고 기다리세요., 0
슬픈 이야기네요., 0
알아보지 못한 만큼 더 사랑해주세요., 0
그 사람을 사랑한다면 붙잡아 보세요., 0
한눈 팔다가 후회합니다., 0
어서 어서 고백해봐요., 0
당신이 그 사람 행복하게 해주세요., 0
언젠가 그런 사람이 당신 옆에 있을거예요., 0
진정으로 사랑한다면 결혼하세요., 0
누구나 같을 수 있을까요. 자격지심이예요., 0
행복한 상상은 현실에 반영된다고 해요., 0
마음이 많이 아프겠어요., 0
듣기만해도 마음 아픈 말이네요., 0
모자라다고 생각하는 부분을 사랑으로 채워보세요, 0
없어도 살 수 있는지 생각해보세요., 0
그리우면 그립다고 말해보세요., 0
사랑과 결혼을 동일시하지 않아도 돼요. 시간을 가지고 생각해보세요., 0
자신에 대해 자신감을 좀 더 가지세요., 0
따지기 시작하면 끝이 없어요., 0
경제 감각이 없는 것보다 낫죠., 0
불타오르는 사랑만 사랑인건 아니에요., 0
진짜 사랑한다면 그 모습도 사랑해주세요., 0
진정한 사랑인지 생각해보세요., 0
외롭다고 당신의 감정을 솔직하게 말해보세요., 0
잠시 휴식기를 가져보는것도 좋을거 같아요., 0
사랑에 지쳤나봐요., 0
사랑한다고 듣고 싶어서요., 0
사랑에서 가장 어려운 게 사랑을 계속 유지하는 거예요., 0
닮아가죠., 0
그 사람만의 사랑 표현이에요. 대화로 당신이 원하는걸 말해보세요., 0
사랑이 모든걸 해결해주지는 않아요., 0
당신의 삶이 달라져요., 0
화학 물질이 접촉하는 것처럼 반응이 일어나서 완전히 바뀌게 되죠., 0
사랑은 아무도 막을 수 없어요., 0
어쩔 수가 없네요., 0
위험한 사랑이네요., 0
사랑하면 예뻐지는 호르몬이 나온대요., 0
사랑하면 호르몬이 나온대요., 0
사랑보다 좋은 건 없어요., 0
진정한 사랑으로 외로움을 극복해보세요., 0
감정에 솔직해 지세요., 0
이제야 깨달았나봐요., 0
당신의 감정이 어떤 것이였는지 생각해보세요., 0
사랑한다고 말해 달라고 하세요., 0
솔직함으로 사랑을 쟁취하세요., 0
사랑한다고 표현해달라고 말해보세요., 0
사랑해요., 0
머릿속에 맴도는 것들을 입으로 내뱉는 거죠., 0
받은 거보다 더 많이 해주고싶을 때요., 0
감정을 표현한다는게 어렵죠., 0
사랑한다는 말 아끼지 말고 언제든지 표현해주세요., 0
당연하죠., 0
나를 사랑하고 상대를 사랑하는 여유를 갖게 되길 바라요., 0
나를 사랑하고 상대를 사랑하는 여유를 갖게 되길 바라요., 0
사랑에 자격이 필요한가요., 0
사랑은 따지는 게 아니고 다 주고도 더 주지 못해 미안해하는 거예요., 0
그 것도 사랑이예요., 0
상대방이 싫어할수도 있어요., 0
행복한 사랑을 하고 있네요., 0
상대방에게 전해보세요., 0
하늘 만큼 땅 만큼 사랑해요., 0
얼른 만나러가세요., 0
먼저 사랑한다고 말해보세요., 0
꼭 사랑한다고 말해야 사랑하는건 아니라고 생각해요., 0
할 수 있을 거예요., 0
부모님이 서운하겠네요., 0
저 기분 나빠질거 같아요., 0
사랑하는 사람과 함께 있고 싶은 마음이 있으니까요., 0
상대방을 배려하지 않은 사랑은 좋지 않은거예요., 0
그 사람의 사랑을 존중해주세요., 0
어쩐지 행복해 보이더라구요., 0
슬픈 이야기네요., 0
그 사람을 위하는 거라고 생각하면 가능하다고 생가해요., 0
진정으로 사랑한다면 그럴수도 있을거 같아요., 0
인연이라면 다시 만날수도 있어요., 0
서로의 선에 대해 대화를 나눠보세요., 0
지금의 나를 인정하고 받아들이는 것 이상의 사랑은 없어요., 0
남는건 사진뿐이 없대요., 0
가랑비에 옷 젖는 듯한 사랑이었나봐요., 0
그런 남자 저도 소개시켜 주세요., 0
상처받지 않으셨으면 좋겠네요., 0
너무 긴장하면 아무말도 못할 거예요., 0
서로에게 가까운 곳에서 하고 보통 한정식집에서 하는데 어디서 하든 상관 없어요., 0
찔러보는 상대 별로네요., 0
우연을 가장해서 여러 번 마주쳐보세요., 0
관심이 없었다면 상메에도 없었을 거예요., 0
시간이 해결해 줄 거예요., 0
사람에게 받은 상처는 사람으로 치유할 수 있을 거예요., 0
행복하세요., 0
좋은 사람 만날 거예요., 0
마음에 이끌리는대로 하세요., 0
좋아하나봐요., 0
믿음이 더 필요해 보이네요., 0
살아가는데 사랑이 큰 힘이 되지만 모든걸 다 해결해주지는 않아요., 0
기적같은 일이네요., 0
운명이자 기적이죠., 0
착각이 아닐지도 몰라요., 0
사랑 앞에 자존심은 소용이 없어요., 0
쉽지 않은 일이죠., 0
안타깝게 생각해요., 0
서로 다른 환경에서 살아왔기 때문이겠죠., 0
스스로 깨달을 수 있게 해주세요., 0
무엇이 먼저든 마음만 있으면 돼요., 0
상대방에게 필요한 실용적인 선물이 좋을 거 같아요., 0
호감이 있을 수도 있어요. 그렇지만 조금 더 상황을 지켜보세요., 0
사랑은 찾아나서는 노력이 필요해요., 0
편한 사랑도 사랑이에요., 0
좋은 생각이에요., 0
사랑하니까 당신이 필요한 거예요., 0
감정소모가 심하긴 해요., 0
사람을 지치게 만들어서 그런가봐요., 0
사랑에 빠졌나봐요., 0
사랑에 빠졌나봐요., 0
서로가 동의한다면 상관 없어요., 0
서로가 동의한다면 상관 없어요., 0
아무래도 그렇죠., 0
매력을 마음껏 어필해보세요., 0
